Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression pHDB3	Expression pLCV1	qValue pHDB3 vs pLCV1	Fold-change pLCV1/pHDB3
	2790757	2792037		+	gabT	b2662	4-aminobutyrate aminotransferase, PLP-dependent	4	5	1	1.25
	2792275	2793675		+	gabP	b2663	gamma-aminobutyrate transporter	1	1	1	1
	2793696	2794358		+	csiR	b2664	DNA-binding transcriptional repressor of csiD	24	22	1	0.916666667
2795107	2795050	2794892	2794809	-	yqaE	b2666	regulated by cyaR sRNA, UPF0057 family; predicted membrane protein	125	115	1	0.92
2795169	2795233	2795532	2795532	+	ygaV	b2667	tributyltin-inducible repressor of ygaVP	33	32	1	0.96969697
	2797186	2797635		+	ygaW	b2670	predicted inner membrane protein, stress-responsive	22	20	1	0.909090909
2798016	2798016	2797672	2797672	-	ygaC	b2671	predicted protein	26	27	1	1.038461538
	2798156	2798497		+	ygaM	b2672	predicted protein	5	6	1	1.2
2798680	2798745	2798990		+	nrdH	b2673	Hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein	33	34	1	1.03030303
	2798987	2799397		+	nrdI	b2674	flavodoxin required for NrdEF cluster assembly	25	26	1	1.04
	2799370	2801514		+	nrdE	b2675	ribonucleoside-diphosphate reductase 2, alpha subunit	25	22	1	0.88
	2801524	2802483		+	nrdF	b2676	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein	21	21	1	1
	2804032	2805096		+	proW	b2678	glycine betaine transporter subunit	8	8	1	1
	2805154	2806146		+	proX	b2679	glycine betaine transporter subunit	22	25	1	1.136363636
2807630	2807639	2808376		+	ygaZ	b2682	probable L-valine exporter, norvaline resistance	257	245	1	0.953307393
	2808366	2808701	2808791	+	ygaH	b2683	probable L-valine exporter, norvaline resistance	366	341	1	0.931693989
2808792	2808792	2809322	2809377	+	mprA	b2684	DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux	836	868	1	1.038277512
2809358	2809449	2810621	2810621	+	emrA	b2685	multidrug efflux system	225	240	1	1.066666667
2810622	2810638	2812176	2812176	+	emrB	b2686	multidrug efflux system protein	61	59	1	0.967213115
2812904	2812755	2812240	2812150	-	luxS	b2687	S-ribosylhomocysteine lyase	1497	1556	1	1.039412158
	2814962	2814534	2814462	-	yqaA	b2689	inner membrane protein, COG1238 family	901	878	1	0.974472808
2815539	2815525	2814959		-	yqaB	b2690	fructose-1-P and 6-phosphogluconate phosphatase	261	252	1	0.965517241
2815882			2815806	-	argQ	b2691	Arg tRNA	1392	1260	1	0.905172414
2816667			2816575	-	serV	b2695	Ser tRNA	17492	14854	1	0.8491882
	2820661	2820161		-	recX	b2698	regulatory protein for RecA	25	25	1	1
2822423	2822368	2821871	2821792	-	ygaD	b2700	conserved protein	242	229	1	0.946280992
	2823854	2824417		+	srlA	b2702	glucitol/sorbitol-specific enzyme IIC component of PTS	3	4	1	1.333333333
	2824414	2825373		+	srlE	b2703	glucitol/sorbitol-specific enzyme IIB component of PTS	4	5	1	1.25
	2825384	2825755		+	srlB	b2704	glucitol/sorbitol-specific enzyme IIA component of PTS	5	6	1	1.2
	2825759	2826538		+	srlD	b2705	sorbitol-6-phosphate dehydrogenase	15	15	1	1
	2826643	2827002		+	gutM	b2706	DNA-binding transcriptional activator of glucitol operon	10	8	1	0.8
2827003	2827069	2827842		+	srlR	b2707	DNA-bindng transcriptional repressor	166	171	1	1.030120482
2830327	2830311	2828797	2828797	-	norR	b2709	Anaerobic nitric oxide reductase DNA-binding transcriptional activator	35	32	1	0.914285714
	2830498	2831937		+	norV	b2710	anaerobic nitric oxide reductase flavorubredoxin	4	4	1	1
	2831934	2833067		+	norW	b2711	NADH:flavorubredoxin oxidoreductase	2	3	1	1.5
	2835447	2833195		-	hypF	b2712	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases	9	9	1	1
	2836127	2835600		-	hydN	b2713	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit	1	2	1	2
	2837289	2836276		-	ascG	b2714	DNA-binding transcriptional repressor	27	25	1	0.925925926
	2837546	2839003		+	ascF	b2715	fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component/IC component	3	3	1	1
	2839012	2840436		+	ascB	b2716	cryptic 6-phospho-beta-glucosidase	12	12	1	1
	2841065	2840595	2840595	-	hycI	b2717	protease involved in processing C-terminal end of HycE	63	62	1	0.984126984
	2841468	2841058		-	hycH	b2718	protein required for maturation of hydrogenase 3	22	27	1	1.227272727
	2842232	2841465		-	hycG	b2719	hydrogenase 3 and formate hydrogenase complex, HycG subunit	13	14	1	1.076923077
	2842774	2842232		-	hycF	b2720	formate hydrogenlyase complex iron-sulfur protein	1	3	1	3
	2844493	2842784		-	hycE	b2721	hydrogenase 3, large subunit	2	2	1	1
	2845434	2844511		-	hycD	b2722	hydrogenase 3, membrane subunit	2	1	1	0.5
	2847263	2845437		-	hycC	b2723	hydrogenase 3, membrane subunit	0	0	1	#DIV/0!
	2847871	2847260		-	hycB	b2724	hydrogenase 3, Fe-S subunit	1	0	1	0
	2848457	2847996		-	hycA	b2725	regulator of the transcriptional regulator FhlA	0	0	1	#DIV/0!
2848669	2848669	2849019	2849022	+	hypA	b2726	protein involved in nickel insertion into hydrogenases 3	39	35	1	0.897435897
2849023	2849023	2849895		+	hypB	b2727	GTP hydrolase involved in nickel liganding into hydrogenases	25	26	1	1.04
	2849886	2850158		+	hypC	b2728	protein required for maturation of hydrogenases 1 and 3	13	15	1	1.153846154
	2850158	2851279		+	hypD	b2729	protein required for maturation of hydrogenases	12	11	1	0.916666667
	2851276	2852286		+	hypE	b2730	carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein	12	12	1	1
	2852360	2854438		+	fhlA	b2731	DNA-binding transcriptional activator	11	12	1	1.090909091
	2854828	2854475		-	ygbA	b2732	predicted protein	12	11	1	0.916666667
2855057	2855115	2857676	2857681	+	mutS	b2733	methyl-directed mismatch repair protein	216	217	1	1.00462963
	2857782	2858438		+	pphB	b2734	serine/threonine-specific protein phosphatase 2	9	10	1	1.111111111
2859256	2859256	2858489	2858489	-	ygbI	b2735	predicted transcriptional regulator, DeoR family	32	31	1	0.96875
	2859452	2860360		+	ygbJ	b2736	predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain	2	2	1	1
	2860357	2861523		+	ygbK	b2737	conserved protein	4	4	1	1
	2861615	2862253		+	ygbL	b2738	predicted class II aldolase	5	6	1	1.2
	2862258	2863034		+	ygbM	b2739	conserved protein	6	6	1	1
	2863123	2864487		+	ygbN	b2740	predicted transporter	6	5	1	0.833333333
2866914	2866775	2865636	2865636	-	nlpD	b2742	activator of AmiC murein hydrolase activity, lipoprotein	230	231	1	1.004347826
	2867541	2866915	2866915	-	pcm	b2743	L-isoaspartate protein carboxylmethyltransferase type II	205	191	1	0.931707317
	2868296	2867535		-	surE	b2744	broad specificity 5'(3')-nucleotidase and polyphosphatase	420	416	1	0.99047619
	2869802	2869323		-	ispF	b2746	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	418	422	1	1.009569378
2870530	2870512	2869802		-	ispD	b2747	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	233	237	1	1.017167382
	2872014	2871409		-	cysC	b2750	adenosine 5'-phosphosulfate kinase	6	5	1	0.833333333
	2873441	2872014		-	cysN	b2751	sulfate adenylyltransferase, subunit 1	10	10	1	1
	2874351	2873443		-	cysD	b2752	sulfate adenylyltransferase, subunit 2	9	6	1	0.666666667
2876876	2876875	2876591	2876452	-	ygbF	b2754	probable ssRNA endonuclease, CRISP-associated protein	31	29	1	0.935483871
	2877794	2876877		-	ygbT	b2755	CRISP-associated protein Cas1, predicted DNA endonuclease	21	20	1	0.952380952
	2878409	2877810		-	casE	b2756	CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein	17	21	1	1.235294118
	2879070	2878396		-	casD	b2757	CRISP RNA (crRNA) containing Cascade antiviral complex protein	17	20	1	1.176470588
	2880164	2879073		-	casC	b2758	CRISP RNA (crRNA) containing Cascade antiviral complex protein	7	7	1	1
	2880659	2880177		-	casB	b2759	CRISP RNA (crRNA) containing Cascade antiviral complex protein	11	15	1	1.363636364
	2882160	2880652		-	casA	b2760	CRISP RNA (crRNA) containing Cascade antiviral complex protein	2	2	1	1
	2885241	2882575		-	ygcB	b2761	Cas3 predicted helicase needed for Cascade anti-viral activity	6	6	1	1
2885376			2885431	+	sokX	b4701	-	1	0	1	0
2886334	2886334	2885600	2885600	-	cysH	b2762	3'-phosphoadenosine 5'-phosphosulfate reductase	20	13	1	0.65
	2888121	2886409	2886409	-	cysI	b2763	sulfite reductase, beta subunit, NAD(P)-binding, heme-binding	17	11	1	0.647058824
	2889920	2888121		-	cysJ	b2764	sulfite reductase, alpha subunit, flavoprotein	10	7	1	0.7
2890219	2890236	2890601	2890678	+	queD	b2765	6-pyruvoyl tetrahydrobiopterin synthase (PTPS)	301	295	1	0.980066445
	2890679	2891950		+	ygcN	b2766	predicted oxidoreductase with FAD/NAD(P)-binding domain	19	20	1	1.052631579
	2891941	2892201		+	ygcO	b2767	predicted 4Fe-4S cluster-containing protein	5	5	1	1
	2892218	2892793		+	ygcP	b2768	predicted anti-terminator regulatory protein	10	12	1	1.2
	2893801	2892941		-	ygcQ	b2769	predicted flavoprotein	3	3	1	1
	2894577	2893798		-	ygcR	b2770	predicted flavoprotein	2	2	1	1
	2895892	2894555		-	ygcS	b2771	predicted transporter	1	1	1	1
	2897440	2895986		-	ygcU	b4463	predicted FAD containing dehydrogenase	3	3	1	1
	2898295	2897510		-	ygcW	b2774	predicted dehydrogenase	0	1	1	#DIV/0!
	2898614	2899891		+	yqcE	b2775	inner membrane protein, predicted transporter	1	1	1	1
	2899918	2901396		+	ygcE	b2776	predicted kinase	4	5	1	1.25
2903454	2903440	2902769	2902769	-	ygcF	b2777	conserved protein	148	145	1	0.97972973
	2903579	2903719		+	yqcG	b4682	expressed protein	1	1	1	1
	2903733	2904605		+	ygcG	b2778	predicted protein	3	3	1	1
2911673	2911673	2909439	2909371	-	relA	b2784	(p)ppGpp synthetase I/GTP pyrophosphokinase	75	70	1	0.933333333
2913052	2913022	2911721	2911674	-	rumA	b2785	23S rRNA m(5)U1939 methyltransferase, SAM-dependent	132	126	1	0.954545455
2912813	2913079	2915835	2915967	+	barA	b2786	hybrid sensory histidine kinase, in two-component regulatory system with UvrY	77	78	1	1.012987013
	2917407	2916067		-	gudD	b2787	(D)-glucarate dehydratase 1	7	6	1	0.857142857
	2918768	2917428		-	gudX	b2788	glucarate dehydratase-related protein, substrate unknown	3	4	1	1.333333333
	2920122	2918770		-	gudP	b2789	predicted D-glucarate transporter	2	1	1	0.5
	2921806	2921024	2921007	-	truC	b2791	tRNA U65 pseudouridine synthase	270	263	1	0.974074074
2922546			2922178	-	csrB	b4408	-	1174	1397	1	1.189948893
2923331	2923302	2922757	2922615	-	syd	b2793	secY-interacting protein	294	282	1	0.959183673
2923350	2923370	2924218	2924258	+	queF	b2794	7-cyano-7-deazaguanine reductase (NADPH-dependent)	457	445	1	0.973741794
2924252	2924330	2925694	2925786	+	ygdH	b2795	conserved protein, UPF0717 family	126	132	1	1.047619048
2925952	2926251	2927540	2927540	+	sdaC	b2796	predicted serine transporter	2546	3036	1	1.192458759
2928966	2929077	2929832	2929832	+	ygdG	b2798	Ssb-binding protein, misidentified as ExoIX	51	54	1	1.058823529
	2931038	2929887		-	fucO	b2799	L-1,2-propanediol oxidoreductase	12	13	1	1.083333333
	2931710	2931063		-	fucA	b2800	L-fuculose-1-phosphate aldolase	3	6	1	2
	2932257	2933573		+	fucP	b2801	L-fucose transporter	1	1	1	1
	2933606	2935381		+	fucI	b2802	L-fucose isomerase	4	4	1	1
	2935460	2936908		+	fucK	b2803	L-fuculokinase	24	25	1	1.041666667
2939653	2939653	2939258		-	ygdD	b2807	inner membrane protein, UPF0382 family	300	280	1	0.933333333
2940663	2940589	2939672	2939654	-	gcvA	b2808	DNA-binding transcriptional dual regulator	133	125	1	0.939849624
2943914	2943864	2943058	2943058	-	csdL	b2812	sulfur acceptor for CsdA	130	116	1	0.892307692
2945519			2945595	+	metW	b2815	Met tRNA	1659	1513	1	0.911995178
2947246	2947264	2948595	2948595	+	argA	b2818	fused acetylglutamate kinase homolog (inactive)/amino acid N-acetyltransferase	30	30	1	1
	2950483	2948657	2948657	-	recD	b2819	exonuclease V (RecBCD complex), alpha chain	57	57	1	1
	2954025	2950483		-	recB	b2820	exonuclease V (RecBCD complex), beta subunit	97	96	1	0.989690722
2957056	2956906	2954018		-	ptrA	b2821	protease III	52	52	1	1
	2960786	2960463	2960463	-	ppdC	b2823	predicted protein	56	54	1	0.964285714
	2961178	2960771		-	ygdB	b2824	conserved protein, DUF2509 family	15	15	1	1
	2961738	2961175		-	ppdB	b2825	conserved protein	16	13	1	0.8125
	2962199	2961729		-	ppdA	b2826	conserved protein	6	5	1	0.833333333
2964174	2964059	2963184	2963184	-	lgt	b2828	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	249	249	1	1
2966468	2966456	2964210	2964210	-	ptsP	b2829	fused PTS enzyme: PEP-protein phosphotransferase (enzyme I)/GAF domain containing protein	126	125	1	0.992063492
2967610	2967684	2968373	2968373	+	mutH	b2831	methyl-directed mismatch repair protein	42	49	1	1.166666667
2968423	2968442	2969155	2969253	+	ygdQ	b2832	inner membrane protein, UPF0053 family	231	230	1	0.995670996
2969512	2969619	2970659	2970669	+	tas	b2834	predicted oxidoreductase, NADP(H)-dependent aldo-keto reductase; suppresses tyrosine requirement of tyrA14 O6 strain	185	186	1	1.005405405
	2971884	2970691	2970691	-	lplT	b2835	lysophospholipid transporter	28	25	1	0.892857143
2974053	2974036	2971877		-	aas	b2836	fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase	63	61	1	0.968253968
2974211			2974124	-	omrA	b4444	-	2	2	1	1
2974602	2974621	2975652	2975652	+	galR	b2837	DNA-binding transcriptional repressor	99	99	1	1
	2977043	2977978		+	lysR	b2839	DNA-binding transcriptional dual regulator	22	22	1	1
	2980204	2978786		-	araE	b2841	arabinose transporter	23	23	1	1
2981280	2981280	2980519	2980519	-	kduD	b2842	2-deoxy-D-gluconate 3-dehydrogenase	28	26	1	0.928571429
	2982146	2981310		-	kduI	b2843	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	17	19	1	1.117647059
2983631	2983614	2982433	2982433	-	yqeF	b2844	predicted acyltransferase	53	64	1	1.20754717
	2985558	2986190		+	yqeH	b2846	conserved protein with bipartite regulator domain	22	22	1	1
2986493	2986524	2987333		+	yqeI	b2847	predicted transcriptional regulator	34	33	1	0.970588235
	2987326	2987808		+	yqeJ	b2848	predicted protein	12	13	1	1.083333333
	2987921	2987841		-	yqeL	b4683	expressed protein	4	7	1	1.75
	2988382	2987957		-	yqeK	b2849	predicted protein	2	1	1	0.5
	2989290	2989781		+	ygeG	b2851	predicted chaperone	0	1	1	#DIV/0!
	2990116	2991492		+	ygeH	b2852	predictedtranscriptional regulator	2	2	1	1
	2991660	2991878		+	ygeI	b2853	predicted protein	3	3	1	1
	2995299	2994394		-	insD	b2860	IS2 transposase TnpB	26	24	1	0.923076923
2995712	2995622	2995257		-	insC	b2861	IS2 repressor TnpA	34	37	1	1.088235294
	2998367	3000625		+	xdhA	b2866	xanthine dehydrogenase, molybdenum binding subunit	3	5	1	1.666666667
	3000636	3001514		+	xdhB	b2867	xanthine dehydrogenase, FAD-binding subunit	6	7	1	1.166666667
	3001511	3001990		+	xdhC	b2868	xanthine dehydrogenase, Fe-S binding subunit	6	6	1	1
	3003808	3002030		-	ygeV	b2869	predicted DNA-binding transcriptional regulator	18	19	1	1.055555556
	3004284	3005474		+	ygeW	b2870	predicted carbamoyltransferase	0	1	1	#DIV/0!
	3005532	3006728		+	ygeX	b2871	2,3-diaminopropionate ammonia-lyase	0	1	1	#DIV/0!
	3006786	3007997		+	ygeY	b2872	predicted peptidase	5	5	1	1
	3008050	3009435		+	hyuA	b2873	D-stereospecific phenylhydantoinase	1	1	1	1
	3009483	3010415		+	yqeA	b2874	predicted amino acid kinase	19	20	1	1.052631579
	3012261	3010636		-	yqeB	b2875	conserved protein with NAD(P)-binding Rossman fold	6	6	1	1
	3013079	3012309		-	yqeC	b2876	conserved protein	2	3	1	1.5
	3013182	3013760		+	mocA	b2877	CTP:molybdopterin cytidylyltransferase	7	9	1	1.285714286
	3014082	3017180		+	ygfK	b2878	predicted oxidoreductase, Fe-S subunit	1	1	1	1
	3017183	3018511		+	ssnA	b2879	predicted chlorohydrolase/aminohydrolase	1	1	1	1
	3018562	3019341		+	ygfM	b2880	predicted oxidoreductase	3	6	1	2
	3019338	3022208		+	xdhD	b2881	probable hypoxanthine oxidase, molybdopterin-binding/Fe-S binding	8	8	1	1
	3022373	3023773		+	xanQ	b2882	xanthine permease	3	3	1	1
	3023788	3025107		+	guaD	b2883	guanine deaminase	16	15	1	0.9375
	3025143	3026510		+	ygfQ	b4464	predicted purine permease	13	13	1	1
	3027034	3026546		-	ygfS	b2886	predicted oxidoreductase, 4Fe-4S ferredoxin-type subunit	4	4	1	1
	3028953	3027034		-	ygfT	b2887	fused predicted oxidoreductase: Fe-S subunit/nucleotide-binding subunit	3	3	1	1
	3029389	3030837		+	ygfU	b2888	predicted transporter	0	0	1	#DIV/0!
	3030839	3030964		+	yqfG	b4684	expressed protein	0	0	1	#DIV/0!
3031075	3031087	3031635	3031635	+	idi	b2889	isopentenyl diphosphate isomerase	51	54	1	1.058823529
3034310	3034304	3033206	3033197	-	prfB	b2891	peptide chain release factor RF-2	2468	2608	1	1.056726094
3036868	3036844	3036134	3036134	-	dsbC	b2893	protein disulfide isomerase II	339	342	1	1.008849558
3037848	3037877	3038398	3038425	+	fldB	b2895	flavodoxin 2	498	504	1	1.012048193
	3038845	3038438	3037766	-	ygfX	b2896	predicted protein	317	300	1	0.94637224
3039303	3039335	3040315	3040542	+	ygfZ	b2898	Hda suppressor; also involved in methylthio modification at 2-methylthio-6-iodeadenosine in tRNA	854	840	1	0.983606557
3041661	3041645	3041334	3041271	-	yqfB	b2900	conserved protein, UPF0267 family	438	406	1	0.926940639
	3043923	3043180		-	ygfF	b2902	predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	5	5	1	1
3047181	3047063	3044190	3044190	-	gcvP	b2903	glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex	28	31	1	1.107142857
3047571	3047571	3047182	3047064	-	gcvH	b2904	glycine cleavage complex lipoylprotein	211	224	1	1.061611374
3048793	3048689	3047595	3047572	-	gcvT	b2905	aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex	117	126	1	1.076923077
3050361	3050339	3049137	3049119	-	visC	b2906	predicted oxidoreductase with FAD/NAD(P)-binding domain	143	139	1	0.972027972
	3051540	3050362	3050340	-	ubiH	b2907	2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding	144	143	1	0.993055556
3052887	3052862	3051537		-	pepP	b2908	proline aminopeptidase P II	300	294	1	0.98
3053490	3053466	3052888	3052888	-	ygfB	b2909	conserved protein, UPF0149 family	1265	1257	1	0.993675889
3053512	3053634	3053963	3054004	+	zapA	b2910	protein that localizes to the cytokinetic ring	2266	2033	1	0.89717564
	3054971	3054912		-	ibsC	b4665	toxic membrane protein	12	15	1	1.25
3057418	3057347	3056688	3056585	-	rpiA	b2914	ribose 5-phosphate isomerase, constitutive	1391	1267	1	0.9108555
	3058872	3061016		+	scpA	b2917	methylmalonyl-CoA mutase	1	2	1	2
	3061009	3062004		+	argK	b2918	membrane ATPase/protein kinase	2	2	1	1
	3062015	3062800		+	scpB	b2919	methylmalonyl-CoA decarboxylase, biotin-independent	6	7	1	1.166666667
	3062824	3064302		+	scpC	b2920	propionyl-CoA:succinate-CoA transferase	3	3	1	1
	3065195	3064299		-	ygfI	b2921	predicted DNA-binding transcriptional regulator	13	13	1	1
3066968	3066830	3066195	3066121	-	argO	b2923	arginine transporter	210	193	1	0.919047619
3067896	3067829	3066969	3066836	-	mscS	b2924	mechanosensitive channel protein, small conductance	1018	965	1	0.947937132
3069480	3069266	3068187	3068187	-	fbaA	b2925	fructose-bisphosphate aldolase, class II	1969	2021	1	1.026409345
3070693	3070644	3069481	3069267	-	pgk	b2926	phosphoglycerate kinase	1957	2034	1	1.039345938
3073238	3073217	3072708		-	yggD	b2929	predicted DNA-binding transcriptional regulator	267	267	1	1
	3074204	3073239		-	yggF	b2930	fructose 1,6 bisphosphatase isozyme	3	4	1	1.333333333
	3075478	3074201		-	yggP	b4465	predicted dehydrogenase	2	2	1	1
	3076881	3075493		-	cmtA	b2933	predicted fused mannitol-specific PTS enzymes: IIB component/IIC component	1	2	1	2
	3077352	3076909		-	cmtB	b2934	predicted mannitol-specific enzyme IIA component of PTS	1	1	1	1
3079907	3079935	3080693	3080693	+	yggG	b2936	heat shock protein binding to Era protein; predicted peptidase	263	277	1	1.053231939
3081956	3081819	3080899	3080553	-	speB	b2937	agmatinase	949	901	1	0.949420443
3083941	3083933	3081957	3081895	-	speA	b2938	biosynthetic arginine decarboxylase, PLP-binding	1286	1309	1	1.017884914
3084433	3084073	3083942	3083934	-	yqgB	b2939	predicted protein	1275	1364	1	1.069803922
	3084209	3084424		+	yqgC	b2940	predicted protein	20	21	1	1.05
3084589	3084728	3085882	3085882	+	metK	b2942	S-adenosylmethionine synthetase	1942	1944	1	1.001029866
3086219	3086306	3087700	3087700	+	galP	b2943	D-galactose transporter	55	63	1	1.145454545
3087777	3087777	3088274	3088274	+	yggI	b2944	conserved protein	40	39	1	0.975
3088348	3088369	3089076	3089101	+	endA	b2945	DNA-specific endonuclease I	46	45	1	0.97826087
3090855	3090959	3091522		+	yqgE	b2948	predicted protein	270	263	1	0.974074074
	3093102	3092122		-	yggR	b2950	predicted pilus retraction ATPase	1	1	1	1
3093106	3093120	3093824	3093841	+	yggS	b2951	predicted enzyme, binds pyridoxal 5'-phosphate	295	297	1	1.006779661
3093825	3093842	3094408		+	yggT	b2952	predicted inner membrane protein	295	282	1	0.955932203
3094703	3094703	3095296		+	rdgB	b2954	dITP/XTP pyrophosphatase	298	296	1	0.993288591
	3097587	3096580		-	yggM	b2956	conserved protein	4	4	1	1
	3098750	3097704		-	ansB	b2957	periplasmic L-asparaginase II	9	10	1	1.111111111
	3100155	3099829	3099829	-	yggL	b2959	conserved protein, DUF469 family	2354	2237	1	0.950297366
3100895	3100874	3100155		-	trmI	b2960	tRNA m(7)G46 methyltransferase, SAM-dependent	962	957	1	0.994802495
3101008	3101035	3102087	3102087	+	mutY	b2961	adenine DNA glycosylase	303	302	1	0.99669967
3102088	3102115	3102390	3102390	+	yggX	b2962	protein that protects iron-sulfur proteins against oxidative damage	894	928	1	1.03803132
3102391	3102455	3103534	3103534	+	mltC	b2963	membrane-bound lytic murein transglycosylase C	121	116	1	0.958677686
3107276	3107177	3105042	3105042	-	speC	b2965	ornithine decarboxylase, constitutive	126	130	1	1.031746032
	3107575	3108282		+	yqgA	b2966	predicted inner membrane protein, DUF554 family	17	17	1	1
3108388			3108463	+	pheV	b2967	Phe tRNA	24	33	1	1.375
3109148	3109148	3108612	3108572	-	yghD	b2968	predicted secretion pathway M-type protein, membrane anchored	24	26	1	1.083333333
	3119301	3117619		-	glcA	b2975	glycolate transporter	2	3	1	1.5
	3121827	3119656		-	glcB	b2976	malate synthase G	23	24	1	1.043478261
3122257	3122253	3121849	3121828	-	glcG	b2977	conserved protein	39	42	1	1.076923077
	3123481	3122258		-	glcF	b4467	glycolate oxidase iron-sulfur subunit	8	8	1	1
	3124544	3123492		-	glcE	b4468	glycolate oxidase FAD binding subunit	1	1	1	1
	3126043	3124544		-	glcD	b2979	glycolate oxidase subunit, FAD-linked	1	1	1	1
3126226	3126294	3127058	3127106	+	glcC	b2980	DNA-binding transcriptional dual regulator, glycolate-binding	52	60	1	1.153846154
	3130430	3129363		-	yghQ	b2983	predicted inner membrane protein	2	1	1	0.5
	3131234	3130476		-	yghR	b2984	predicted ATP-binding protein	1	1	1	1
	3131979	3131266		-	yghS	b2985	predicted ATP-binding protein	3	4	1	1.333333333
	3132153	3132845		+	yghT	b2986	predicted ATP-binding protein	1	0	1	0
	3134393	3132894		-	pitB	b2987	phosphate transporter	4	4	1	1
3136633	3136544	3134685	3134685	-	gss	b2988	fused glutathionylspermidine amidase/glutathionylspermidine synthetase	208	210	1	1.009615385
3137986	3137986	3137738	3137738	-	hybG	b2990	hydrogenase 2 accessory protein	25	22	1	0.88
	3138340	3137999	3137999	-	hybF	b2991	protein involved with the maturation of hydrogenases 1 and 2	36	36	1	1
	3142186	3141008		-	hybB	b2995	predicted hydrogenase 2 cytochrome b type component	28	30	1	1.071428571
3143162	3143162	3142176		-	hybA	b2996	hydrogenase 2 4Fe-4S ferredoxin-type component	32	32	1	1
3144409	3144283	3143165	3143165	-	hybO	b2997	hydrogenase 2, small subunit	40	40	1	1
	3144759	3144472		-	yghW	b2998	predicted protein	17	14	1	0.823529412
	3145919	3146959		+	gpr	b3001	L-glyceraldehyde 3-phosphate reductase	12	13	1	1.083333333
	3147684	3148568		+	yghA	b3003	predicted oxidoreductase	4	5	1	1.25
3149271	3149265	3148840	3148637	-	exbD	b3005	membrane spanning protein in TonB-ExbB-ExbD complex	375	344	1	0.917333333
3150027	3150006	3149272	3149266	-	exbB	b3006	membrane spanning protein in TonB-ExbB-ExbD complex	444	456	1	1.027027027
3150253	3150258	3151445	3151517	+	metC	b3008	cystathionine beta-lyase, PLP-dependent	95	87	1	0.915789474
3153355	3153377	3154540	3154540	+	yqhD	b3011	aldehyde reductase, NADPH-dependent	91	83	1	0.912087912
	3154645	3155472		+	dkgA	b3012	2,5-diketo-D-gluconate reductase A	20	17	1	0.85
	3155672	3156598		+	yqhG	b3013	conserved protein	10	12	1	1.2
	3156649	3156906		+	yqhH	b3014	outer membrane lipoprotein, Lpp paralog	6	5	1	0.833333333
3159181	3159168	3156949	3156949	-	ygiQ	b4469	conserved protein	247	249	1	1.008097166
3161592	3161503	3160766	3160692	-	plsC	b3018	1-acyl-sn-glycerol-3-phosphate acyltransferase	497	496	1	0.997987928
3164038	3163995	3161737	3161504	-	parC	b3019	DNA topoisomerase IV, subunit A	482	464	1	0.962655602
3165748	3165740	3164133	3164133	-	ygiS	b3020	predicted transporter subunit: periplasmic-binding component of ABC superfamily	27	31	1	1.148148148
3166269	3166268	3165873	3165873	-	mqsA	b3021	antitoxin for MqsR toxin; predicted transcriptional regulator	106	114	1	1.075471698
3166585	3166566	3166270	3166269	-	mqsR	b3022	GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system and biofilm/motility regulator	365	350	1	0.95890411
3167305	3167253	3166771	3166771	-	ygiV	b3023	transcriptional repressor for mcbR biofilm gene	33	25	1	0.757575758
3167850	3167850	3168509		+	qseB	b3025	quorum sensing DNA-binding response regulator in two-component regulatory system with QseC	27	26	1	0.962962963
	3168506	3169855		+	qseC	b3026	quorum sensing sensory histidine kinase in two-component regulatory system with QseB	24	23	1	0.958333333
	3170233	3169901		-	ygiZ	b3027	inner membrane protein	1	1	1	1
3170535	3170552	3171133	3171141	+	mdaB	b3028	NADPH quinone reductase	163	176	1	1.079754601
3171141	3171164	3171478	3171478	+	ygiN	b3029	quinol monooxygenase	363	336	1	0.925619835
3173440	3173418	3171526	3171344	-	parE	b3030	DNA topoisomerase IV, subunit B	645	640	1	0.992248062
3174855	3174855	3174028		-	cpdA	b3032	3',5' cAMP phosphodiesterase	250	262	1	1.048
